iter,name,estimate,CI_left,CI_right,CI_df_left,CI_df_right,CI_boot_left,CI_boot_right,estimate_relaxed,CI_left_relaxed,CI_right_relaxed,CI_df_left_relaxed,CI_df_right_relaxed,CI_boot_left_relaxed,CI_boot_right_relaxed,estimate_tmle,CI_left_tmle,CI_right_tmle,estimate_aipw,CI_left_aipw,CI_right_aipw,estimate_lm,CI_left_lm,CI_right_lm,const,n
1,ATE_intercept,0.984684725049148,0.848750988272126,1.12061846182617,0.846427166320203,1.12294228377809,-1958.979299815,1960.9486692651,0.984684725049148,0.848750988272126,1.12061846182617,0.846427166320203,1.12294228377809,-1958.979299815,1960.9486692651,0.964762314473758,0.86693550640916,1.06258912253836,0.972009305879065,0.874182497814467,1.06983611394366,0.957567185176244,0.796629823925094,1.11850454642739,7,300
2,ATE_intercept,0.955319591295055,0.804552956998894,1.10608622559122,0.801975562875097,1.10866361971501,-1959.00866494876,1960.91930413135,0.958299822009279,0.812422431890865,1.10417721212769,0.810183773372847,1.10641587064571,-1959.00568471804,1960.92228436206,0.661196662045117,0.0479999230286507,1.27439340106158,0.644674494974035,0.0314777559575691,1.2578712339905,0.843921525934612,0.670885437096837,1.01695761477239,7,300
3,ATE_intercept,1.14557663348131,0.994612964722751,1.29654030223987,0.99203220224449,1.29912106471813,-1958.81840790657,1961.10956117353,1.13858948051357,0.993699971266917,1.28347898976022,0.991476472931889,1.28570248809525,-1958.82539505954,1961.10257402057,1.14284368328193,1.03149292321536,1.25419444334851,1.14139226246946,1.03004150240288,1.25274302253603,0.975870972102293,0.791733050515504,1.16000889368908,7,300
4,ATE_intercept,1.02585004730884,0.886697426376045,1.16500266824164,0.884318576777276,1.16738151784041,-1958.93813449274,1960.98983458736,1.02585004730884,0.886697426376045,1.16500266824164,0.884318576777276,1.16738151784041,-1958.93813449274,1960.98983458736,1.04434712690564,0.926344775645355,1.16234947816592,1.03832630788672,0.920323956626441,1.156328659147,0.953159886407992,0.780027555418287,1.1262922173977,7,300
5,ATE_intercept,0.966413077359095,0.818434768417794,1.1143913863004,0.815905041428163,1.11692111329003,-1958.99757146269,1960.93039761741,0.969303342451666,0.827248359413263,1.11135832549007,0.825068360185502,1.11353832471783,-1958.9946811976,1960.93328788251,1.07955693038938,0.924767140033216,1.23434672074554,1.06283516102607,0.908045370669907,1.21762495138223,1.01134975629434,0.837435425845102,1.18526408674359,7,300
6,ATE_intercept,1.01883435791893,0.874214996044564,1.1634537197933,0.871742691113022,1.16592602472484,-1958.94515018213,1960.98281889797,1.02507983639122,0.887812977850971,1.16234669493147,0.885706457972439,1.16445321481,-1958.93890470366,1960.98906437644,1.05828335551215,0.954925520488167,1.16164119053614,1.04890459251313,0.945546757489146,1.15226242753712,0.982484977103589,0.806022970325193,1.15894698388198,7,300
7,ATE_intercept,0.89920364349277,0.752993538351398,1.04541374863414,0.750494039257381,1.04791324772816,-1959.06478089656,1960.86318818355,0.899931947678912,0.761036217576925,1.0388276777809,0.759146392883913,1.04071750247391,-1959.06405259237,1960.86391648773,0.838016301302224,0.707126819420148,0.968905783184301,0.854207048255331,0.723317566373255,0.985096530137408,0.871283010303016,0.703499491170616,1.03906652943542,7,300
8,ATE_intercept,0.967748002105076,0.821067928738927,1.11442807547122,0.818560395418063,1.11693560879209,-1958.99623653795,1960.93173254216,0.967891635935189,0.836170508050059,1.09961276382032,0.834606334668374,1.10117693720201,-1958.99609290412,1960.93187617599,0.9670235027538,0.861401264456923,1.07264574105068,0.967335445613346,0.86171320731647,1.07295768391022,1.00835362545734,0.829412621535631,1.18729462937905,7,300
9,ATE_intercept,1.07415527711,0.92765070138285,1.22065985283715,0.925146168238953,1.22316438598104,-1958.88982926294,1961.03813981716,1.02703973271015,0.899879483155157,1.15419998226515,0.898369469683849,1.15570999573645,-1958.93694480734,1960.99102427276,1.06134276346925,0.950849190549105,1.17183633638939,1.04875257034082,0.938258997420675,1.15924614326096,1.00052100191526,0.819634447118675,1.18140755671185,7,300
10,ATE_intercept,1.00016787505715,0.855424814158567,1.14491093595573,0.85295039456061,1.14738535555369,-1958.963816665,1960.96415241511,0.993863537098346,0.863843500935947,1.12388357326075,0.862299527824599,1.12542754637209,-1958.97012100296,1960.95784807715,1.04084134180894,0.919511147935751,1.16217153568212,1.02996233753066,0.908632143657472,1.15129253140384,1.03545289390334,0.856293249116101,1.21461253869058,7,300
