iter,name,estimate,CI_left,CI_right,CI_df_left,CI_df_right,CI_boot_left,CI_boot_right,estimate_relaxed,CI_left_relaxed,CI_right_relaxed,CI_df_left_relaxed,CI_df_right_relaxed,CI_boot_left_relaxed,CI_boot_right_relaxed,estimate_tmle,CI_left_tmle,CI_right_tmle,estimate_aipw,CI_left_aipw,CI_right_aipw,estimate_lm,CI_left_lm,CI_right_lm,const,n
1,ATE_intercept,0.808945740850101,0.42542405475967,1.19246742694053,0.417107181120367,1.20078430057984,-1959.1550387992,1960.7729302809,0.991648273942041,0.623138899474932,1.36015764840915,0.617483693761073,1.36581285412301,-1958.97233626611,1960.955632814,0.569599334908337,-0.105930201881013,1.24512887169769,0.526750049852532,-0.148779486936819,1.20227958664188,0.788214433563496,0.395594350263281,1.18083451686371,3,500
2,ATE_intercept,0.808049971807718,0.368323627842395,1.24777631577304,0.356900262057746,1.25919968155769,-1959.15593456825,1960.77203451186,0.794135491828597,0.363335610515118,1.22493537314208,0.354909493167425,1.23336149048977,-1959.16984904822,1960.75812003188,0.901931197458582,0.537800142839915,1.26606225207725,0.882603957449699,0.518472902831032,1.24673501206837,0.886894549708076,0.440957243208572,1.33283185620758,3,500
3,ATE_intercept,0.987403624683001,0.620472446754452,1.35433480261155,0.610940179423204,1.3638670699428,-1958.97658091537,1960.95138816474,1.00288476593663,0.639089844965716,1.36667968690755,0.628850781821584,1.37691875005168,-1958.96109977412,1960.96686930599,1.07507460605896,0.796097614830565,1.35405159728735,1.06600942648549,0.787032435257094,1.34498641771388,0.813554373027284,0.440881452418312,1.18622729363626,3,500
4,ATE_intercept,1.12505188770974,0.688196365139861,1.56190741027962,0.678256291244518,1.57184748417497,-1958.83893265234,1961.08903642776,1.23423357615105,0.823774061324262,1.64469309097785,0.817475081829065,1.65099207047304,-1958.7297509639,1961.1982181162,0.864512837181907,0.207578553709641,1.52144712065417,0.872687556882573,0.215753273410307,1.52962184035484,1.09474763452443,0.672008901605728,1.51748636744312,3,500
5,ATE_intercept,1.09159064822928,0.676781664218452,1.50639963224012,0.667786308728561,1.51539498773001,-1958.87239389182,1961.05557518828,1.11385917002667,0.715772555514747,1.51194578453859,0.708407533300889,1.51931080675245,-1958.85012537003,1961.07784371008,1.18523917896873,0.89819902898232,1.47227932895514,1.17559690826827,0.888556758281865,1.46263705825468,0.965834612885143,0.551079891200013,1.38058933457027,3,500
6,ATE_intercept,0.887779154323443,0.532090080107046,1.24346822853984,0.525884671805209,1.24967363684168,-1959.07620538573,1960.85176369438,0.922093131183515,0.573907408563314,1.27027885380372,0.56929077212822,1.27489549023881,-1959.04189140887,1960.88607767124,0.732554428200792,0.207179243597065,1.25792961280452,0.744505671512893,0.219130486909166,1.26988085611662,0.806420211045522,0.43870252502399,1.17413789706705,3,500
7,ATE_intercept,1.23936349526265,0.821392481443395,1.65733450908191,0.814100492492666,1.66462649803264,-1958.72462104479,1961.20334803532,1.30245771364392,0.89294624505734,1.7119691822305,0.887941845896146,1.71697358139169,-1958.66152682641,1961.2664422537,1.58872802909888,0.854040497926073,2.32341556027169,1.56359580339538,0.828908272222571,2.29828333456818,1.11034770653223,0.677517335923981,1.54317807714048,3,500
8,ATE_intercept,0.487024586397885,0.043040594015605,0.931008578780165,0.0329383211482103,0.941110851647559,-1959.47695995366,1960.45100912645,0.487527729483304,0.0366955375803771,0.938359921386231,0.0283546665562202,0.946700792410388,-1959.47645681057,1960.45151226954,0.556693118396566,-0.0168228218526799,1.13020905864581,0.550048687117576,-0.0234672531316702,1.12356462736682,0.56491846430508,0.125483516794195,1.00435341181597,3,500
9,ATE_intercept,1.034403871526,0.66706057230425,1.40174717074776,0.661038149644692,1.40776959340732,-1958.92958066853,1960.99838841158,1.08577566733332,0.719257140355636,1.45229419431101,0.713632486516105,1.45791884815054,-1958.87820887272,1961.04976020739,1.17723035742149,0.705943710411387,1.6485170044316,1.16935532126822,0.698068674258111,1.64064196827832,0.91128142131498,0.523874744494167,1.29868809813579,3,500
10,ATE_intercept,1.06183914859951,0.657256513157173,1.46642178404185,0.649343185157448,1.47433511204158,-1958.90214539145,1961.02582368865,1.04957334152328,0.642095196833382,1.45705148621318,0.634125234879565,1.46502144816699,-1958.91441119853,1961.01355788158,0.859362540098504,0.118518553789895,1.60020652640711,0.872275521138842,0.131431534830233,1.61311950744745,1.01996357918482,0.602844743691756,1.43708241467788,3,500
