iter,name,estimate,CI_left,CI_right,CI_df_left,CI_df_right,CI_boot_left,CI_boot_right,estimate_tmle,CI_left_tmle,CI_right_tmle,estimate_aipw,CI_left_aipw,CI_right_aipw,estimate_lm,CI_left_lm,CI_right_lm,const,n
22,ATE_intercept,1.71377962145379,1.52512321047875,1.90243603242883,1.51957379251546,1.90798545039212,-1958.2502049186,1961.67776416151,1.37825023606243,0.703247536500041,2.05325293562482,1.4383113201188,0.763308620556407,2.11331401968119,1.87497021273157,1.6420692334967,2.10787119196643,8,3000
23,ATE_intercept,1.83179284086018,1.64581109940722,2.01777458231315,1.64191007788068,2.02167560383969,-1958.13219169919,1961.79577738091,1.65265132352522,1.06955072295761,2.23575192409284,1.68581786224474,1.10271726167713,2.26891846281236,1.87129525822407,1.64269270453842,2.09989781190973,8,3000
24,ATE_intercept,1.82773214676219,1.64398803974015,2.01147625378424,1.6373007385591,2.01816355496529,-1958.13625239329,1961.79171668682,1.81316832812579,1.46925294738696,2.15708370886461,1.81751765250102,1.4736022717622,2.16143303323985,1.95084859611993,1.72577574653099,2.17592144570888,8,3000
25,ATE_intercept,1.8478389660961,1.65632379329239,2.0393541388998,1.65110679525819,2.044571136934,-1958.11614557396,1961.81182350615,2.24075446144029,1.8625539686793,2.61895495420129,2.17102441369003,1.79282392092904,2.54922490645103,1.83218545807715,1.59958830877309,2.0647826073812,8,3000
26,ATE_intercept,1.86890912036095,1.66935190177898,2.06846633894293,1.66402390451044,2.07379433621147,-1958.09507541969,1961.83289366041,2.29336442123306,1.6336848307079,2.95304401175822,2.24598831823234,1.58630872770718,2.9056679087575,2.01283213139715,1.77089067725792,2.25477358553638,8,3000
27,ATE_intercept,1.94276300470451,1.76209606373387,2.12342994567516,1.75714193044655,2.12838407896248,-1958.02122153535,1961.90674754476,2.32616064050049,1.92589988728567,2.72642139371531,2.24249064842399,1.84222989520917,2.64275140163881,2.17592918412869,1.94919880569953,2.40265956255784,8,3000
28,ATE_intercept,1.87976815457752,1.69550087784902,2.06403543130603,1.69091260844898,2.06862370070606,-1958.08421638548,1961.84375269463,1.94109421971058,1.49622007369046,2.38596836573069,1.94634624661158,1.50147210059147,2.39122039263169,2.02635310902132,1.80095392103233,2.25175229701032,8,3000
29,ATE_intercept,1.88423380969174,1.69734286717036,2.07112475221312,1.69238674974159,2.07608086964189,-1958.07975073036,1961.84821834975,2.49109196791722,1.55207917089398,3.43010476494047,2.40572473722181,1.46671194019857,3.34473753424506,1.91000459994183,1.67576885500148,2.14424034488218,8,3000
30,ATE_intercept,1.87704993274389,1.69329848068477,2.06080138480301,1.68855798662924,2.06554187885854,-1958.08693460731,1961.8410344728,2.02454612467765,1.51240055437021,2.5366916949851,2.00427881754335,1.49213324723591,2.51642438785079,1.96483727547973,1.7347823920154,2.19489215894406,8,3000
31,ATE_intercept,1.58116817009364,1.39932863080514,1.76300770938215,1.39437520332929,1.767961136858,-1958.38281636996,1961.54515271015,1.46118595700435,1.0205963989031,1.9017755151056,1.48555363328818,1.04496407518693,1.92614319138943,1.69380600318262,1.47597161502218,1.91164039134305,8,3000
32,ATE_intercept,1.69534267812682,1.50935681337914,1.88132854287449,1.50432402890047,1.88636132735316,-1958.26864186193,1961.65932721818,1.77583271862427,1.62579579550629,1.92586964174225,1.75364367229823,1.60360674918025,1.90368059541621,1.75716423643435,1.52637374436244,1.98795472850626,8,3000
33,ATE_intercept,1.79287111785493,1.61161339351688,1.97412884219298,1.60739207871458,1.97835015699529,-1958.1711134222,1961.75685565791,1.75111821695298,1.57995638603537,1.92228004787059,1.76334713040538,1.59218529948777,1.93450896132299,1.866241236583,1.63472249130495,2.09775998186105,8,3000
34,ATE_intercept,1.80533729788599,1.62133219252937,1.98934240324261,1.61635300747414,1.99432158829784,-1958.15864724217,1961.76932183794,1.59734473561682,1.21366203192599,1.98102743930765,1.61596702286938,1.23228431917855,1.9996497265602,1.91980466978268,1.68830346376779,2.15130587579757,8,3000
35,ATE_intercept,1.70210056852154,1.51326451594569,1.89093662109739,1.5085963574975,1.89560477954557,-1958.26188397153,1961.66608510857,1.65841726753113,1.47148802373887,1.8453465113234,1.66965852637467,1.4827292825824,1.85658777016693,1.70427533503802,1.48261822477279,1.92593244530326,8,3000
36,ATE_intercept,1.96398393037587,1.78154200492714,2.1464258558246,1.77690090320573,2.15106695754601,-1958.00000060968,1961.92796847043,2.61002531932022,1.7428436938545,3.47720694478595,2.64039438497246,1.77321275950673,3.50757601043818,2.05697064633054,1.82808379785485,2.28585749480624,8,3000
37,ATE_intercept,1.96983687964224,1.78531807152695,2.15435568775752,1.77972240259625,2.15995135668822,-1957.99414766041,1961.9338214197,2.45102457057478,1.99281839436961,2.90923074677994,2.35607436168915,1.89786818548399,2.81428053789432,2.07695912839363,1.84617962815454,2.30773862863271,8,3000
38,ATE_intercept,1.77624113034323,1.58760717157019,1.96487508911627,1.5826388296203,1.96984343106617,-1958.18774340971,1961.7402256704,1.57329402761948,1.2257998575285,1.92078819771046,1.60181131480747,1.25431714471649,1.94930548489845,1.84027705264897,1.60688028764414,2.0736738176538,8,3000
39,ATE_intercept,1.80727041209894,1.62873869885535,1.98580212534253,1.62419706819879,1.99034375599909,-1958.15671412795,1961.77125495215,1.82647081825468,1.62188865382842,2.03105298268094,1.82133092949797,1.61674876507171,2.02591309392423,1.8373738262638,1.61022394557017,2.06452370695743,8,3000
40,ATE_intercept,1.63709698392327,1.45091806428084,1.8232759035657,1.44520413659036,1.82898983125618,-1958.32688755613,1961.60108152398,1.49318196660519,1.30174567374181,1.68461825946857,1.53825669257055,1.34682039970717,1.72969298543393,1.75514291159003,1.52552159834649,1.98476422483357,8,3000
41,ATE_intercept,1.66651746910871,1.47508690282465,1.85794803539277,1.47038892740259,1.86264601081482,-1958.29746707094,1961.63050200916,1.42025455839528,1.12974407304251,1.71076504374804,1.48145966345856,1.19094917810579,1.77197014881132,1.64444861670126,1.40773421960112,1.8811630138014,8,3000
42,ATE_intercept,1.91814612125336,1.73309640981342,2.10319583269329,1.72755207196596,2.10874017054075,-1958.0458384188,1961.88213066131,1.91375920588105,1.42084613908121,2.40667227268089,1.91414940594715,1.42123633914731,2.40706247274698,2.01315872757442,1.7760149681479,2.25030248700093,8,3000
43,ATE_intercept,1.66339072505666,1.47349412082768,1.85328732928565,1.46752733286249,1.85925411725084,-1958.300593815,1961.62737526511,2.0525548696288,1.52152808101209,2.58358165824551,2.02011576531751,1.4890889767008,2.55114255393422,1.73232332507721,1.50129248845754,1.96335416169688,8,3000
44,ATE_intercept,1.81539876490704,1.63295640522819,1.9978411245859,1.62847901304182,2.00231851677226,-1958.14858577515,1961.77938330496,1.85678664138763,1.5742834810024,2.13928980177286,1.84666136865236,1.56415820826713,2.12916452903758,1.7851535897693,1.55771498603907,2.01259219349954,8,3000
45,ATE_intercept,1.66314602732803,1.46819995348553,1.85809210117054,1.46271316671444,1.86357888794163,-1958.30083851273,1961.62713056738,1.45301225216071,0.493167873758538,2.41285663056288,1.48249296274501,0.522648584342835,2.44233734114718,1.80254239206444,1.5738158282869,2.03126895584198,8,3000
46,ATE_intercept,1.97925709467218,1.79481832171224,2.16369586763211,1.78996047480682,2.16855371453753,-1957.98472744538,1961.94324163473,1.96043586851973,1.59399757440967,2.32687416262978,1.96135664786267,1.59491835375261,2.32779494197272,1.87362084897693,1.64999405251409,2.09724764543977,8,3000
47,ATE_intercept,1.70235804100197,1.51632752652272,1.88838855548122,1.50910674436496,1.89560933763898,-1958.26162649905,1961.66634258106,1.81406876237243,1.49976874302366,2.12836878172121,1.78088550308643,1.46658548373766,2.09518552243521,1.8505136194258,1.61497635834916,2.08605088050244,8,3000
48,ATE_intercept,1.9885644088163,1.80189336109734,2.17523545653527,1.79619838586615,2.18093043176646,-1957.97542013124,1961.95254894887,1.46181687927516,0.708962306988787,2.21467145156154,1.58607265220941,0.833218079923028,2.33892722449578,2.05937531648745,1.83491535023293,2.28383528274198,8,3000
49,ATE_intercept,1.82943392489774,1.64202632241813,2.01684152737735,1.63762830612818,2.0212395436673,-1958.13455061516,1961.79341846495,1.63249991454286,1.11479207552455,2.15020775356116,1.66119809544423,1.14349025642592,2.17890593446253,1.84356603407037,1.61764009927447,2.06949196886626,8,3000
50,ATE_intercept,1.7817401528664,1.59454353690018,1.96893676883263,1.58811150342916,1.97536880230364,-1958.18224438719,1961.74572469292,1.61102717867505,1.44769929075557,1.77435506659454,1.66341756642606,1.50008967850658,1.82674545434555,1.91152888856639,1.67966832954831,2.14338944758446,8,3000
51,ATE_intercept,1.74653479173592,1.56546045189082,1.92760913158102,1.56185477302697,1.93121481044487,-1958.21744974832,1961.71051933179,1.18475346632013,0.566386776929667,1.80312015571059,1.27910027146577,0.660733582075308,1.89746696085623,1.85180739853548,1.6259154179202,2.07769937915075,8,3000
52,ATE_intercept,1.76855195343657,1.5692478312816,1.96785607559155,1.56389063234032,1.97321327453282,-1958.19543258662,1961.73253649349,1.73267383216378,1.60032797559782,1.86501968872975,1.74408667241069,1.61174081584473,1.87643252897666,1.77370539402466,1.535205744203,2.01220504384631,8,3000
53,ATE_intercept,1.70705167134165,1.51972035670758,1.89438298597573,1.51535759393823,1.89874574874508,-1958.25693286871,1961.67103621139,1.9497621391055,1.45794592355891,2.44157835465208,1.91169598028588,1.4198797647393,2.40351219583246,1.70917020317971,1.47899570418443,1.93934470217498,8,3000
54,ATE_intercept,1.80130568193025,1.61987841906544,1.98273294479507,1.61496899052477,1.98764237333574,-1958.16267885812,1961.76529022198,1.99752486109787,1.70080583303825,2.29424388915749,1.95769416725583,1.6609751391962,2.25441319531545,2.01589826216203,1.7911652586865,2.24063126563755,8,3000
55,ATE_intercept,1.80665241407245,1.62422182639801,1.98908300174689,1.61974472311319,1.99356010503171,-1958.15733212598,1961.77063695413,1.97409251569634,1.61921249164183,2.32897253975086,1.930384674024,1.57550464996948,2.28526469807851,1.89856487985945,1.6665482653902,2.13058149432871,8,3000
56,ATE_intercept,1.83878255998856,1.65503289304295,2.02253222693416,1.65065502144764,2.02691009852948,-1958.12520198006,1961.80276710004,1.80099039829595,1.58330538104434,2.01867541554755,1.80593189449805,1.58824687724645,2.02361691174965,1.9615806242063,1.73107072145322,2.19209052695938,8,3000
57,ATE_intercept,1.90013586642817,1.71776564741331,2.08250608544302,1.712467419584,2.08780431327234,-1958.06384867363,1961.86412040648,2.02556160602725,1.7615814088212,2.28954180323329,2.00198520717569,1.73800500996964,2.26596540438173,1.90925593535673,1.68081753789576,2.13769433281769,8,3000
58,ATE_intercept,1.90308165363989,1.71076870760467,2.09539459967512,1.70451464118373,2.10164866609605,-1958.06090288641,1961.86706619369,2.18728991104664,1.94005552917529,2.43452429291799,2.10856379872741,1.86132941685606,2.35579818059876,1.91466541099079,1.67822185994911,2.15110896203247,8,3000
59,ATE_intercept,1.59717504911999,1.41364101424703,1.78070908399296,1.40900510525238,1.7853449929876,-1958.36680949093,1961.56115958917,1.11179385746166,0.328333829737969,1.89525388518535,1.18800849257031,0.40454846484662,1.971468520294,1.76915545014877,1.54366860830562,1.99464229199192,8,3000
60,ATE_intercept,1.69491400283255,1.50692247817776,1.88290552748734,1.501767494842,1.8880605108231,-1958.26907053722,1961.65889854289,2.59865015413341,1.67002019401923,3.5272801142476,2.43148675459694,1.50285679448276,3.36011671471113,1.82901945232372,1.60454082407989,2.05349808056756,8,3000
61,ATE_intercept,1.63270149509675,1.44859476666175,1.81680822353175,1.4450912645565,1.820311725637,-1958.33128304496,1961.59668603515,1.87183288395516,1.49572663089879,2.24793913701153,1.8284153041083,1.45230905105193,2.20452155716467,1.6093166902471,1.37748685588249,1.8411465246117,8,3000
62,ATE_intercept,1.93636337032614,1.74882636233697,2.12390037831531,1.74408934174693,2.12863739890535,-1958.02762116973,1961.90034791038,1.9350492338291,1.8040003632,2.06609810445819,1.93544618103764,1.80439731040855,2.06649505166673,1.97096529309915,1.73386181198281,2.20806877421549,8,3000
63,ATE_intercept,1.7497551403413,1.5686668276908,1.93084345299181,1.5650288417567,1.93448143892591,-1958.21422939971,1961.71373968039,1.71692562865761,1.33863530225353,2.0952159550617,1.72169561767858,1.34340529127449,2.09998594408266,1.89166147013192,1.66001837341966,2.12330456684419,8,3000
64,ATE_intercept,1.78324237805655,1.60000229112282,1.96648246499028,1.59417760308886,1.97230715302424,-1958.180742162,1961.74722691811,1.74838502013457,1.60221140878145,1.89455863148769,1.75753873176836,1.61136512041524,1.90371234312149,1.73839989772709,1.51020531224636,1.96659448320782,8,3000
65,ATE_intercept,1.88069314362315,1.69122932400277,2.07015696324352,1.68722164980326,2.07416463744304,-1958.08329139643,1961.84467768368,1.78764337186066,1.51012557264696,2.06516117107435,1.81121531724399,1.53369751803029,2.08873311645769,1.8149076208223,1.57996274048802,2.04985250115659,8,3000
66,ATE_intercept,1.64290548903213,1.45255624467064,1.83325473339362,1.44836071605368,1.83745026201058,-1958.32107905102,1961.60689002909,1.60042697448863,1.41950237198229,1.78135157699497,1.60939500864351,1.42847040613717,1.79031961114986,1.78461246717247,1.55376766734132,2.01545726700363,8,3000
67,ATE_intercept,2.0393479239141,1.85821423869995,2.22048160912826,1.85367148674526,2.22502436108295,-1957.92463661614,1962.00333246397,1.69536332669585,1.21634361671985,2.17438303667185,1.74505300709772,1.26603329712172,2.22407271707372,2.11574868021089,1.88395602053769,2.34754133988408,8,3000
68,ATE_intercept,1.84966795483322,1.66324117361541,2.03609473605103,1.65826374715011,2.04107216251633,-1958.11431658522,1961.81365249489,1.84268383131478,1.71354535890959,1.97182230371997,1.84512171855244,1.71598324614725,1.97426019095763,2.02374231213657,1.79324031040339,2.25424431386975,8,3000
69,ATE_intercept,1.92065300793568,1.73787779470437,2.103428221167,1.73256780096481,2.10873821490656,-1958.04333153212,1961.88463754799,1.93557082146592,1.72462399690651,2.14651764602533,1.931243447069,1.72029662250959,2.14219027162841,2.07235510037816,1.84327575116164,2.30143444959469,8,3000
70,ATE_intercept,1.78029657612477,1.59253280531245,1.96806034693708,1.58704377331422,1.97354937893531,-1958.18368796393,1961.74428111618,1.69350348104466,1.27734279086478,2.10966417122453,1.71200183321178,1.29584114303191,2.12816252339165,1.84435414496902,1.61873328176901,2.06997500816903,8,3000
71,ATE_intercept,1.88379238429103,1.70127671670988,2.06630805187218,1.69590793163111,2.07167683695095,-1958.08019215576,1961.84777692434,2.20769259839418,1.60670939625705,2.80867580053131,2.16800655909053,1.5670233569534,2.76898976122767,1.90632533884372,1.68777086071176,2.12487981697568,8,3000
72,ATE_intercept,1.78162534776473,1.59315067980685,1.9701000157226,1.58770932673256,1.9755413687969,-1958.18235919229,1961.74560988782,1.84624948945219,1.62378032363796,2.06871865526642,1.8391982741203,1.61672910830607,2.06166743993453,1.73166150579884,1.50017209100084,1.96315092059684,8,3000
73,ATE_intercept,1.75966557942322,1.58159600114193,1.9377351577045,1.57528019102752,1.94405096781892,-1958.20431896063,1961.72365011948,1.71022708336696,1.54091436225644,1.87953980447747,1.72348403867256,1.55417131756205,1.89279675978308,1.79438896788829,1.56857309565872,2.02020484011786,8,3000
74,ATE_intercept,1.89892457565424,1.70818400533958,2.0896651459689,1.70302255834986,2.09482659295862,-1958.0650599644,1961.86290911571,2.02062180002501,1.86215986706195,2.17908373298807,1.98532706560185,1.82686513263879,2.14378899856491,1.95263252789003,1.71650619395682,2.18875886182324,8,3000
75,ATE_intercept,1.8812910140702,1.68445205457567,2.07812997356473,1.67880494171648,2.08377708642393,-1958.08269352598,1961.84527555412,2.0643694572128,1.55723853421683,2.57150038020876,2.01852068135701,1.51138975836105,2.52565160435297,1.94098343545698,1.7035412624018,2.17842560851215,8,3000
76,ATE_intercept,1.78268705185253,1.59803232127884,1.96734178242622,1.59383074530647,1.97154335839859,-1958.1812974882,1961.74667159191,1.80634531455067,1.64570948759453,1.96698114150681,1.79952782657421,1.63889199961807,1.96016365353035,1.9031187288353,1.6703247126227,2.13591274504789,8,3000
77,ATE_intercept,1.82175901701864,1.63591780684738,2.00760022718989,1.63014638011794,2.01337165391934,-1958.14222552303,1961.78574355707,2.335012393592,1.62375620569177,3.04626858149222,2.2616115592028,1.55035537130258,2.97286774710302,1.67778371772949,1.44227574537457,1.9132916900844,8,3000
78,ATE_intercept,1.69035243699891,1.50950893399901,1.87119593999882,1.5049734596847,1.87573141431313,-1958.27363210305,1961.65433697705,1.95434708983025,1.73687216360636,2.17182201605413,1.88880695561348,1.67133202938959,2.10628188183737,1.8160399510241,1.59561536048001,2.03646454156819,8,3000
79,ATE_intercept,1.92405079996578,1.73333193147218,2.11476966845937,1.72733930693905,2.1207622929925,-1958.03993374009,1961.88803534002,2.48464867700146,1.55933208257022,3.4099652714327,2.42592544119991,1.50060884676867,3.35124203563115,2.07262171878807,1.84375885918866,2.30148457838747,8,3000
80,ATE_intercept,1.73201505260668,1.53844588926082,1.92558421595255,1.53250515115477,1.9315249540586,-1958.23196948745,1961.69599959266,1.71307127386741,1.52224093916152,1.90390160857331,1.71811844546494,1.52728811075905,1.90894878017084,1.88757870891385,1.64597800729939,2.12917941052831,8,3000
81,ATE_intercept,1.78389720048048,1.60003249973772,1.96776190122325,1.59558607890325,1.97220832205772,-1958.18008733957,1961.74788174053,1.88197688424882,1.6448285161792,2.11912525231843,1.85985157242599,1.62270320435638,2.09699994049561,1.83494979872202,1.60548458417797,2.06441501326607,8,3000
82,ATE_intercept,1.81133904807427,1.62358062337496,1.99909747277359,1.61964233539669,2.00303576075185,-1958.15264549198,1961.77532358813,1.96901413161306,1.7377301583306,2.20029810489551,1.9320209753496,1.70073700206714,2.16330494863206,1.97518739967168,1.73656999216415,2.21380480717922,8,3000
83,ATE_intercept,1.88392580664241,1.69494196665334,2.07290964663148,1.69020233632175,2.07764927696307,-1958.08005873341,1961.8479103467,1.90143958019508,1.73148364122251,2.07139551916765,1.89664234836669,1.72668640939412,2.06659828733926,1.94906779174796,1.71865772346789,2.17947786002802,8,3000
84,ATE_intercept,1.73606501466949,1.55217992303869,1.91995010630029,1.54673741445707,1.9253926148819,-1958.22791952538,1961.70004955472,1.77489599636995,1.44520402835544,2.10458796438446,1.768149985177,1.43845801716249,2.09784195319151,1.81101450990392,1.58575394645619,2.03627507335166,8,3000
85,ATE_intercept,1.89776146603473,1.71275012405009,2.08277280801937,1.70811012219486,2.08741280987461,-1958.06622307402,1961.86174600609,1.91826966677936,1.80151993419705,2.03501939936167,1.91124832446945,1.79449859188714,2.02799805705175,2.06181504852296,1.83447021945784,2.28915987758807,8,3000
86,ATE_intercept,1.86263159074404,1.67682700788789,2.04843617360019,1.67068224941276,2.05458093207532,-1958.10135294931,1961.8266161308,1.89477455268147,1.66892984721401,2.12061925814893,1.88561070973878,1.65976600427132,2.11145541520624,1.96747390364908,1.73832782965768,2.19661997764048,8,3000
87,ATE_intercept,1.79020707721015,1.60826659015169,1.97214756426861,1.60415920552439,1.97625494889592,-1958.17377746284,1961.75419161726,1.82799797352933,1.68918598918578,1.96680995787289,1.82310612434552,1.68429414000197,1.96191810868908,1.78507412926717,1.56141769906151,2.00873055947283,8,3000
88,ATE_intercept,1.85997493548862,1.67707726730286,2.04287260367438,1.67314353408421,2.04680633689303,-1958.10400960456,1961.82395947554,1.89416851284881,1.65294563871678,2.13539138698084,1.88626872722138,1.64504585308935,2.1274916013534,2.00730769466994,1.77165672074442,2.24295866859545,8,3000
89,ATE_intercept,1.88595672841463,1.7013618755216,2.07055158130766,1.69666600593232,2.07524745089694,-1958.07802781164,1961.84994126847,2.98086485077648,1.25842188342896,4.703307818124,2.81068748053814,1.08824451319062,4.53313044788566,2.06077464183564,1.8197286750617,2.30182060860957,8,3000
90,ATE_intercept,1.72142835261172,1.53917830046664,1.9036784047568,1.53496641383351,1.90789029138993,-1958.24255618744,1961.68541289266,1.90056276069451,1.61184857576546,2.18927694562355,1.88752289891194,1.5988087139829,2.17623708384099,1.79076891202696,1.56737091540241,2.01416690865151,8,3000
91,ATE_intercept,1.84777919452818,1.66093073292932,2.03462765612705,1.65526441553871,2.04029397351765,-1958.11620534553,1961.81176373458,1.98304835108229,1.25602656984542,2.71007013231916,1.95186439754702,1.22484261631015,2.6788861787839,1.7578457638723,1.52750982728963,1.98818170045496,8,3000
92,ATE_intercept,1.84218310771027,1.65611711300846,2.02824910241207,1.65023665149128,2.03412956392925,-1958.12180143234,1961.80616764776,1.99470739536841,1.535921926714,2.45349286402282,1.97662643199952,1.51784096334511,2.43541190065393,1.9677497619009,1.73993757043005,2.19556195337175,8,3000
93,ATE_intercept,1.87266890947692,1.68142714759264,2.0639106713612,1.67621759744994,2.06912022150389,-1958.09131563058,1961.83665344953,2.02552729295996,1.829609269524,2.22144531639592,1.97638930920583,1.78047128576987,2.17230733264179,1.98823212561521,1.74583019827331,2.23063405295711,8,3000
94,ATE_intercept,1.76095673520345,1.57940974142838,1.94250372897852,1.57333903003769,1.94857444036922,-1958.20302780485,1961.72494127526,1.65295856042076,1.28401794235424,2.02189917848728,1.6634839279516,1.29454330988508,2.03242454601811,1.78314519453499,1.55272864175942,2.01356174731056,8,3000
