estimate,CI,cover_true,cover_approx,se,trueATE,approxATE,DR_estimate,DR_se,DR_CI,DR_cover_true,DR_cover_approx,iter,n
0.268781164584367,0.310962266580067,1,1,0.0328638297660301,0.249906771710341,0.248688247622007,0.280891871598326,0.0407481026926575,1.32304643441401,1,1,32,3000
0.28254819103685,0.123889637740407,1,1,0.0342444234818701,0.249906771710341,0.248688247622007,0.254316006268394,0.0533080340415032,0.116932400730765,1,1,33,3000
0.28075847745096,0.251737586833969,1,1,0.0313475049027577,0.249906771710341,0.248688247622007,0.29860648825709,0.0663074354585107,0.274263353980638,1,1,34,3000
0.281127411713431,0.23743602379552,1,1,0.034210167235321,0.249906771710341,0.248688247622007,0.265458076572395,0.042646660420857,-0.56498798742294,1,1,35,3000
0.302371870678032,0.36122726870181,1,1,0.0356415459621629,0.249906771710341,0.248688247622007,0.251311554095104,0.0386519699956805,1.3517737455269,1,1,36,3000
0.256587306496023,0.209079125829117,1,1,0.0345575306239246,0.249906771710341,0.248688247622007,0.245143939128023,0.0455809319724423,-0.899025315373785,1,1,37,3000
0.314519400322468,0.332308904203893,0,0,0.0320713308353501,0.249906771710341,0.248688247622007,0.394499796541027,0.40545667733953,0.67246116293303,1,1,38,3000
0.324054217614475,0.249560790604997,0,0,0.0337739261684474,0.249906771710341,0.248688247622007,0.261193257452343,0.0521359149526497,-0.29011335271211,1,1,39,3000
0.200212166176121,0.370830823486275,1,1,0.0316282223174161,0.249906771710341,0.248688247622007,0.170243937278496,0.0778491357303763,2.00266799939313,1,1,40,3000
0.188080493412567,0.257074860606471,1,1,0.0318049034524725,0.249906771710341,0.248688247622007,0.169832482533403,0.0300873817355769,-0.0348819732790679,0,0,41,3000
0.202713871344132,0.37775128340233,1,1,0.033446721879663,0.249906771710341,0.248688247622007,0.18367832266627,0.0663242233563875,0.804260457358619,1,1,42,3000
0.223133986137844,0.218839049776003,1,1,0.0347328371947064,0.249906771710341,0.248688247622007,0.235410023993515,0.0408708907190523,-0.799736217021042,1,1,43,3000
0.288112454973017,0.342552551963115,1,1,0.0351706230614831,0.249906771710341,0.248688247622007,0.351383976925556,0.576148769721921,1.43200933631536,1,1,44,3000
0.28241655507078,0.191086176369227,1,1,0.0303704353703249,0.249906771710341,0.248688247622007,-0.356226467121533,0.60434329118182,0.194986323490455,1,1,45,3000
0.252900393014465,0.316927981567507,1,1,0.0314523627384511,0.249906771710341,0.248688247622007,0.594956024984487,0.159574709576555,0.32232217160364,0,0,46,3000
0.251210674525714,0.179548483076201,1,1,0.0330945089835945,0.249906771710341,0.248688247622007,0.5463161919222,0.562080761709957,-0.150381445471817,1,1,47,3000
0.216779222357397,0.2986136675689,1,1,0.0314171012054507,0.249906771710341,0.248688247622007,0.258234468964867,0.043682714146051,1.50784360333693,1,1,48,3000
0.283028365543084,0.156536698907392,1,1,0.0317672549544819,0.249906771710341,0.248688247622007,0.284284819320681,0.0864398294787104,-1.07232650868575,1,1,49,3000
0.239272087402035,0.294155097363337,1,1,0.0319828634004058,0.249906771710341,0.248688247622007,0.103662504861467,0.196830960585031,0.899995525133836,1,1,50,3000
0.231911439317487,0.226551676163,1,1,0.0336729966999327,0.249906771710341,0.248688247622007,0.57168668974616,0.2049518626373,0.33968265261034,1,1,51,3000
0.25589539335045,0.357096965521458,1,1,0.0326018434488789,0.249906771710341,0.248688247622007,0.269936190731269,0.0875285706639311,2.90291988167981,1,1,52,3000
0.264564916921886,0.170263016862958,1,1,0.0319812934190076,0.249906771710341,0.248688247622007,0.459360763894677,0.663530673628794,-0.377904109208742,1,1,53,3000
0.305091169710892,0.293435994467815,1,1,0.0304960015390003,0.249906771710341,0.248688247622007,1.5033419767278,0.76876377928821,0.972542500201199,1,1,54,3000
0.273483007775548,0.208412492708254,1,1,0.0328923556103593,0.249906771710341,0.248688247622007,0.228802814987382,0.588775469422109,-0.421075335253242,1,1,55,3000
0.208206835389445,0.345380553670148,1,1,0.032268007027171,0.249906771710341,0.248688247622007,-0.767691376635391,0.656593190450914,0.777916700415256,1,1,56,3000
0.260562378058254,0.218185039791003,1,1,0.0308765620799021,0.249906771710341,0.248688247622007,0.322109664966121,0.101932334168952,-0.72392592028115,1,1,57,3000
0.250574514841497,0.346623996382345,1,1,0.0333926402927307,0.249906771710341,0.248688247622007,0.759011610689329,0.605186577973708,0.513948716792295,1,1,58,3000
0.310528030346387,0.190132338537546,0,0,0.0302646382315594,0.249906771710341,0.248688247622007,0.551460356942743,0.572207189503971,-0.68396616107119,1,1,59,3000
0.348201650852664,0.314441447507404,0,0,0.0330865993688091,0.249906771710341,0.248688247622007,0.818802147217074,0.321249938719645,0.606199678643332,1,1,60,3000
0.29896614924471,0.218091838525096,1,1,0.0337927578033813,0.249906771710341,0.248688247622007,0.317440094091615,0.047835766922201,0.13839958021639,1,1,61,3000
0.216337589591702,0.346868866623559,1,1,0.0337424277057973,0.249906771710341,0.248688247622007,0.342484177948591,0.741947564760188,0.402355029085096,1,1,62,3000
0.213189397705778,0.204369241848893,1,1,0.032847922618121,0.249906771710341,0.248688247622007,0.135996991905707,0.505623676214537,0.201027057882378,1,1,63,3000
0.302289964940672,0.333193087319841,1,1,0.0353878687054632,0.249906771710341,0.248688247622007,0.326326613029483,0.034888157912572,0.360756685314274,0,0,64,3000
0.269823880107172,0.215430354341047,1,1,0.0327310330067275,0.249906771710341,0.248688247622007,-0.473820834300432,0.506741152773102,0.149834179460413,1,1,65,3000
0.240680877543736,0.349666027732653,1,1,0.0345841055365557,0.249906771710341,0.248688247622007,0.251819875219955,0.0374694534554772,0.358797833076375,1,1,66,3000
0.224595647606589,0.219318496836362,1,1,0.0337982999002218,0.249906771710341,0.248688247622007,0.357285849501238,0.71349876383814,0.168646302851195,1,1,67,3000
0.277245442061798,0.342198458065557,1,1,0.0325803193793099,0.249906771710341,0.248688247622007,0.714304452972991,0.418778502245567,0.428566673662985,1,1,68,3000
0.212838886002506,0.21407671602711,1,1,0.0334228851641865,0.249906771710341,0.248688247622007,0.204448288388205,0.0522154274272091,0.181872158086606,1,1,69,3000
0.237542277350478,0.348178107399752,1,1,0.0310381157004658,0.249906771710341,0.248688247622007,0.207348400259454,0.059220186931135,0.349043995058185,1,1,70,3000
0.230988289518207,0.232515724238864,1,1,0.0322550296818636,0.249906771710341,0.248688247622007,0.234355089541474,0.0338119154030614,0.175555084972048,1,1,71,3000
0.235582125957904,0.3722280171172,1,1,0.0336696376103565,0.249906771710341,0.248688247622007,0.228070781237295,0.0368954531912908,0.327068023218161,1,1,72,3000
0.264203049054396,0.188855791078491,1,1,0.0317870821190294,0.249906771710341,0.248688247622007,0.723153633101807,0.494158292924081,0.155806954080265,1,1,73,3000
0.249872300416608,0.324318821913555,1,1,0.0332241502507048,0.249906771710341,0.248688247622007,0.574537597373633,0.185860378002528,0.33448092417578,1,1,74,3000
0.302235085072997,0.251660746948913,1,1,0.032454200676582,0.249906771710341,0.248688247622007,0.503558664595266,0.426365750362621,-0.40018068833573,1,1,75,3000
0.267829995337964,0.377378053696023,1,1,0.0332357532446849,0.249906771710341,0.248688247622007,0.305376281356154,0.419881126861605,1.18918028141778,1,1,76,3000
0.253217915134158,0.257858538707803,1,1,0.0347330530026982,0.249906771710341,0.248688247622007,1.59324764110169,0.547983525325385,0.159008741844107,0,0,77,3000
0.229395250184967,0.390249896521146,1,1,0.0326788163959048,0.249906771710341,0.248688247622007,1.11254872195738,0.739439257867142,0.36337777306058,1,1,78,3000
0.259808112807403,0.138221989538959,1,1,0.0330170423930264,0.249906771710341,0.248688247622007,0.23845346147374,0.0380441874631489,0.0176624350193884,1,1,79,3000
0.186479873764823,0.262202342813282,1,1,0.033284645219127,0.249906771710341,0.248688247622007,0.215888205744577,0.0426264687812372,0.322825439537604,1,1,80,3000
0.277329543556804,0.125744028113947,1,1,0.0337188838805793,0.249906771710341,0.248688247622007,0.283305920640201,0.0315726139605305,0.110862297942564,1,1,81,3000
0.246808103961715,0.250416958711186,1,1,0.0325385549332679,0.249906771710341,0.248688247622007,0.325337471608246,0.233246065036141,0.228802667124242,1,1,82,3000
0.281906893225259,0.137159501059065,1,1,0.0335473735386562,0.249906771710341,0.248688247622007,0.20979555214014,0.0833672923841992,0.0536852335851598,1,1,83,3000
0.324734232571316,0.268268241629199,0,0,0.0329934186253892,0.249906771710341,0.248688247622007,-0.444809999288483,0.661187536748533,0.313671411747379,1,1,84,3000
0.30303396742618,0.155058876155326,1,1,0.0304836285853694,0.249906771710341,0.248688247622007,0.896062612831159,0.555856433687492,0.1553045501681,1,1,85,3000
0.26853473951114,0.291209096120361,1,1,0.0331942761305453,0.249906771710341,0.248688247622007,-0.120901387211202,0.505009680764579,0.315515497818929,1,1,86,3000
0.276307071971158,0.219179300458677,1,1,0.0324067996461234,0.249906771710341,0.248688247622007,0.284666380188683,0.0291800623996699,-0.77784686146647,1,1,87,3000
0.289011535902165,0.357045609487358,1,1,0.0321827469711263,0.249906771710341,0.248688247622007,0.0815777624732326,0.529927832523943,1.48061481531758,1,1,88,3000
0.211980596243499,0.222891595550142,1,1,0.0314201232219141,0.249906771710341,0.248688247622007,0.219245969570235,0.0412063613480161,-1.5407175521363,1,1,89,3000
0.246648442551992,0.341941514591418,1,1,0.0342793098519804,0.249906771710341,0.248688247622007,0.148285581951284,0.534780670171505,0.828264617893236,1,1,90,3000
0.256628061362588,0.191254894818411,1,1,0.0320489224255494,0.249906771710341,0.248688247622007,0.40186212618663,0.762150485457552,0.282195341371001,1,1,91,3000
0.271629239955887,0.314545891210519,1,1,0.0329890374072303,0.249906771710341,0.248688247622007,0.312043828931592,0.0526344078366873,0.907716708597973,1,1,92,3000
0.252226021276648,0.186346628831832,1,1,0.0306953085154512,0.249906771710341,0.248688247622007,0.244850435043478,0.0330263966274435,-0.555341857432156,1,1,93,3000
0.244717290705023,0.316074720219597,1,1,0.0337221317279025,0.249906771710341,0.248688247622007,-0.400792075247186,0.519310099838997,1.64797424127656,1,1,94,3000
0.230883654673797,0.155202835496063,1,1,0.0338866006547477,0.249906771710341,0.248688247622007,0.22642701748715,0.0328763044057112,0.172617922491649,1,1,95,3000
0.260164763108359,0.27835560921873,1,1,0.0332306515003035,0.249906771710341,0.248688247622007,0.247705906496121,0.0317492027367423,0.343851015438086,1,1,96,3000
0.295803746878037,0.220765689944598,1,1,0.0339397513009015,0.249906771710341,0.248688247622007,0.642937681721659,0.41762054906383,0.114865866712625,1,1,97,3000
0.226896830973079,0.34529104114157,1,1,0.0316716412282315,0.249906771710341,0.248688247622007,0.24082089527428,0.0344596080570221,0.453703771928737,1,1,98,3000
0.19529391102279,0.176586827014775,1,1,0.0323903801639592,0.249906771710341,0.248688247622007,0.164431004786527,0.0352583344622531,-0.282119088927617,0,0,99,3000
0.26845548610626,0.301957347789295,1,1,0.0355215709227289,0.249906771710341,0.248688247622007,0.273508795821956,0.140878652764131,0.48944409865055,1,1,100,3000
0.30714934447833,0.165913578534083,1,1,0.0327274176090351,0.249906771710341,0.248688247622007,0.345885284519975,0.0724029327440386,0.169988420412651,1,1,1,3000
0.230984859341175,0.297909300100891,1,1,0.0330559072682975,0.249906771710341,0.248688247622007,-0.486208496097476,0.293936492250827,0.973384959079669,0,0,2,3000
0.290476168884894,0.191996954361034,1,1,0.0324036192484314,0.249906771710341,0.248688247622007,0.37553836744459,0.13709743363771,0.0983833446116948,1,1,3,3000
0.256623370606673,0.319793832339865,1,1,0.0319096362062066,0.249906771710341,0.248688247622007,-0.682685077282651,0.658042961087586,0.441489036850843,1,1,4,3000
0.294122101007111,0.201882733641623,1,1,0.0328656164283468,0.249906771710341,0.248688247622007,0.276737592499657,0.0435865572655386,-0.84113545905536,1,1,5,3000
0.266131504270907,0.327247100202148,1,1,0.0320601499703683,0.249906771710341,0.248688247622007,0.25848885100662,0.0408652546611449,1.75985698684471,1,1,6,3000
0.223084962546552,0.245320105021974,1,1,0.0328248783261513,0.249906771710341,0.248688247622007,0.222452424251976,0.0298907375400038,-0.00340734329598935,1,1,7,3000
0.271814275646474,0.364862234399811,1,1,0.0313765097531215,0.249906771710341,0.248688247622007,-0.100607952794019,0.367457538705954,3.01009129675159,1,1,8,3000
0.274153762795262,0.20901517541256,1,1,0.0336300112772651,0.249906771710341,0.248688247622007,0.226102512268756,0.0863834980502386,-0.925175900060615,1,1,9,3000
0.253810791151636,0.337950840138536,1,1,0.0347378430762801,0.249906771710341,0.248688247622007,-0.162971494492522,0.696765802946171,1.38278153003538,1,1,10,3000
0.280086354160083,0.144962703763305,1,1,0.032079158807088,0.249906771710341,0.248688247622007,0.299117178542293,0.0295475342943663,-2.05459038241343,1,1,11,3000
0.20540010626285,0.271450967015586,1,1,0.0332046739119916,0.249906771710341,0.248688247622007,0.227985038989445,0.0636680397558637,0.519207629142648,1,1,12,3000
0.198923893005204,0.200045428415231,1,1,0.0355759917982419,0.249906771710341,0.248688247622007,0.0807101175411644,0.577815084026985,0.122325961134874,1,1,13,3000
0.303572115405163,0.321079327701277,1,1,0.0339261303421034,0.249906771710341,0.248688247622007,0.0311416358921581,0.498889315122881,0.521893368797369,1,1,14,3000
0.301425028383048,0.185126142519044,1,1,0.03146001848879,0.249906771710341,0.248688247622007,0.197166603266606,0.132481963262549,-0.427132286066179,1,1,15,3000
0.251197119265394,0.31602288716395,1,1,0.0304929824150308,0.249906771710341,0.248688247622007,0.433631537562954,0.45379144916266,1.94515550744484,1,1,16,3000
0.187813612287188,0.251210429407396,1,1,0.0326148720338765,0.249906771710341,0.248688247622007,0.195597877355701,0.0401361847694344,-0.570045126179925,1,1,17,3000
0.299331646248665,0.369845631285377,1,1,0.0315799795003224,0.249906771710341,0.248688247622007,0.39339287905198,0.488978814934614,1.67296584006541,1,1,18,3000
0.270694015016505,0.283353107718893,1,1,0.0314367456103269,0.249906771710341,0.248688247622007,-0.113282076220377,0.400896774303635,0.189163837290871,1,1,19,3000
0.310195807045636,0.413050193986435,1,0,0.0309368013488616,0.249906771710341,0.248688247622007,0.856277323340508,0.584903949814998,1.44844045714328,1,1,20,3000
0.317413072004401,0.232733561011798,0,0,0.0307853674219883,0.249906771710341,0.248688247622007,0.384689242039776,0.214070880193906,0.223683713751249,1,1,21,3000
0.280695800869559,0.365198737477622,1,1,0.0315601468095711,0.249906771710341,0.248688247622007,0.316136559647161,0.569333306871997,0.411196474431981,1,1,22,3000
0.254007078968367,0.150203646537393,1,1,0.0321030912279265,0.249906771710341,0.248688247622007,0.258654247547048,0.0324842316281303,-1.11170632739858,1,1,23,3000
0.23908107532255,0.282471532646011,1,1,0.0303743296896959,0.249906771710341,0.248688247622007,0.678731078932558,0.423024367255883,1.79667468329576,1,1,24,3000
0.225345898135365,0.148808652407303,1,1,0.0351073794063212,0.249906771710341,0.248688247622007,-0.0861654917759564,0.503152621521877,-0.855007203205527,1,1,25,3000
0.291824320842229,0.277570143004254,1,1,0.033302981684404,0.249906771710341,0.248688247622007,1.62130126714508,0.653899063780753,1.12700118701694,0,0,26,3000
0.231849505665387,0.232931016788332,1,1,0.0314222553517385,0.249906771710341,0.248688247622007,0.297319195496229,0.344508016489612,0.257947080033896,1,1,27,3000
0.276896523189201,0.371648913093012,1,1,0.0349414739358174,0.249906771710341,0.248688247622007,0.178420682581007,0.305870935671776,0.39470614602507,1,1,28,3000
0.282404518086674,0.205672234237195,1,1,0.0327656420231321,0.249906771710341,0.248688247622007,-0.104988601744427,0.315790148910297,-1.46701524322002,1,1,29,3000
0.252286893022475,0.33397552597715,1,1,0.0317120901073674,0.249906771710341,0.248688247622007,-0.0388832412139292,0.329129986543423,0.519373574619157,1,1,30,3000
0.282480352574328,0.172897276254554,1,1,0.0328518863393001,0.249906771710341,0.248688247622007,0.270377304650743,0.0673368110207005,0.17838109592682,1,1,31,3000
0.268781164584367,0.308464478832917,1,1,0.0328638297660301,0.249906771710341,0.248688247622007,0.280891871598326,0.0407481026926575,0.32525865451309,1,1,32,3000
0.28254819103685,0.158352197063471,1,1,0.0342444234818701,0.249906771710341,0.248688247622007,0.254316006268394,0.0533080340415032,-1.04114603063536,1,1,33,3000
0.28075847745096,0.290839098149708,1,1,0.0313475049027577,0.249906771710341,0.248688247622007,0.29860648825709,0.0663074354585107,1.75571772963784,1,1,34,3000
0.281127411713431,0.213389189473538,1,1,0.034210167235321,0.249906771710341,0.248688247622007,0.265458076572395,0.042646660420857,-0.106486328927946,1,1,35,3000
0.302371870678032,0.341101694650058,1,1,0.0356415459621629,0.249906771710341,0.248688247622007,0.251311554095104,0.0386519699956805,1.53509523487393,1,1,36,3000
0.256587306496023,0.147331234821282,1,1,0.0345575306239246,0.249906771710341,0.248688247622007,0.245143939128023,0.0455809319724423,0.10210793119351,1,1,37,3000
0.314519400322468,0.278346537183729,0,0,0.0320713308353501,0.249906771710341,0.248688247622007,0.394499796541027,0.40545667733953,0.3067886455829,1,1,38,3000
0.324054217614475,0.176708688429578,0,0,0.0337739261684474,0.249906771710341,0.248688247622007,0.261193257452343,0.0521359149526497,0.0912789667166999,1,1,39,3000
0.200212166176121,0.298375866271378,1,1,0.0316282223174161,0.249906771710341,0.248688247622007,0.170243937278496,0.0778491357303763,0.323417833802208,1,1,40,3000
0.188080493412567,0.167769593021484,1,1,0.0318049034524725,0.249906771710341,0.248688247622007,0.169832482533403,0.0300873817355769,0.168084953103158,0,0,41,3000
0.202713871344132,0.29420698601493,1,1,0.033446721879663,0.249906771710341,0.248688247622007,0.18367832266627,0.0663242233563875,0.300625225979789,1,1,42,3000
0.223133986137844,0.16959084886909,1,1,0.0347328371947064,0.249906771710341,0.248688247622007,0.235410023993515,0.0408708907190523,0.155757021789082,1,1,43,3000
0.288112454973017,0.301573403046718,1,1,0.0351706230614831,0.249906771710341,0.248688247622007,0.351383976925556,0.576148769721921,0.300384540685509,1,1,44,3000
0.28241655507078,0.201901512927482,1,1,0.0303704353703249,0.249906771710341,0.248688247622007,-0.356226467121533,0.60434329118182,-0.245378823691185,1,1,45,3000
0.252900393014465,0.326504585181311,1,1,0.0314523627384511,0.249906771710341,0.248688247622007,0.594956024984487,0.159574709576555,1.6916860898948,0,0,46,3000
0.251210674525714,0.184754162508279,1,1,0.0330945089835945,0.249906771710341,0.248688247622007,0.5463161919222,0.562080761709957,0.210257950335679,1,1,47,3000
0.216779222357397,0.314990438324937,1,1,0.0314171012054507,0.249906771710341,0.248688247622007,0.258234468964867,0.043682714146051,0.938817244411588,1,1,48,3000
0.283028365543084,0.238626020599861,1,1,0.0317672549544819,0.249906771710341,0.248688247622007,0.284284819320681,0.0864398294787104,-0.332102850356867,1,1,49,3000
0.239272087402035,0.365844149546133,1,1,0.0319828634004058,0.249906771710341,0.248688247622007,0.103662504861467,0.196830960585031,1.3392201795474,1,1,50,3000
0.231911439317487,0.202689115979322,1,1,0.0336729966999327,0.249906771710341,0.248688247622007,0.57168668974616,0.2049518626373,-0.517575605080684,1,1,51,3000
0.25589539335045,0.332970874696607,1,1,0.0326018434488789,0.249906771710341,0.248688247622007,0.269936190731269,0.0875285706639311,1.12832816779299,1,1,52,3000
0.264564916921886,0.185142382175749,1,1,0.0319812934190076,0.249906771710341,0.248688247622007,0.459360763894677,0.663530673628794,0.519219667342646,1,1,53,3000
0.305091169710892,0.321293448092568,1,1,0.0304960015390003,0.249906771710341,0.248688247622007,1.5033419767278,0.76876377928821,2.66727561486074,1,1,54,3000
0.273483007775548,0.165345946991596,1,1,0.0328923556103593,0.249906771710341,0.248688247622007,0.228802814987382,0.588775469422109,-0.336725592217248,1,1,55,3000
0.208206835389445,0.293444553378337,1,1,0.032268007027171,0.249906771710341,0.248688247622007,-0.767691376635391,0.656593190450914,2.561823036132,1,1,56,3000
0.260562378058254,0.195095898841039,1,1,0.0308765620799021,0.249906771710341,0.248688247622007,0.322109664966121,0.101932334168952,0.163888224224878,1,1,57,3000
0.250574514841497,0.324520326773767,1,1,0.0333926402927307,0.249906771710341,0.248688247622007,0.759011610689329,0.605186577973708,0.313018698722602,1,1,58,3000
0.310528030346387,0.12124316789714,0,0,0.0302646382315594,0.249906771710341,0.248688247622007,0.551460356942743,0.572207189503971,0.132341862145231,1,1,59,3000
0.348201650852664,0.251716579632505,0,0,0.0330865993688091,0.249906771710341,0.248688247622007,0.818802147217074,0.321249938719645,0.299434549343923,1,1,60,3000
0.29896614924471,0.21124174555198,1,1,0.0337927578033813,0.249906771710341,0.248688247622007,0.317440094091615,0.047835766922201,0.221424734379774,1,1,61,3000
0.216337589591702,0.343417341561628,1,1,0.0337424277057973,0.249906771710341,0.248688247622007,0.342484177948591,0.741947564760188,0.345187106900627,1,1,62,3000
0.213189397705778,0.183033708183532,1,1,0.032847922618121,0.249906771710341,0.248688247622007,0.135996991905707,0.505623676214537,-0.131816415398277,1,1,63,3000
0.302289964940672,0.310582499739899,1,1,0.0353878687054632,0.249906771710341,0.248688247622007,0.326326613029483,0.034888157912572,0.782491358614768,0,0,64,3000
0.269823880107172,0.216155249313581,1,1,0.0327310330067275,0.249906771710341,0.248688247622007,-0.473820834300432,0.506741152773102,0.0463986615784893,1,1,65,3000
0.240680877543736,0.347658537136937,1,1,0.0345841055365557,0.249906771710341,0.248688247622007,0.251819875219955,0.0374694534554772,0.373192442701791,1,1,66,3000
0.224595647606589,0.2600683203387,1,1,0.0337982999002218,0.249906771710341,0.248688247622007,0.357285849501238,0.71349876383814,-1.74071375834236,1,1,67,3000
0.277245442061798,0.389400144803932,1,1,0.0325803193793099,0.249906771710341,0.248688247622007,0.714304452972991,0.418778502245567,0.851093759765395,1,1,68,3000
0.212838886002506,0.24328715328076,1,1,0.0334228851641865,0.249906771710341,0.248688247622007,0.204448288388205,0.0522154274272091,-0.193395977771202,1,1,69,3000
0.237542277350478,0.3627807815716,1,1,0.0310381157004658,0.249906771710341,0.248688247622007,0.207348400259454,0.059220186931135,1.98552120343352,1,1,70,3000
0.230988289518207,0.203475153802394,1,1,0.0322550296818636,0.249906771710341,0.248688247622007,0.234355089541474,0.0338119154030614,-1.11070217335385,1,1,71,3000
0.235582125957904,0.333594325219887,1,1,0.0336696376103565,0.249906771710341,0.248688247622007,0.228070781237295,0.0368954531912908,0.868899398931444,1,1,72,3000
0.264203049054396,0.212790911810551,1,1,0.0317870821190294,0.249906771710341,0.248688247622007,0.723153633101807,0.494158292924081,0.227474508818698,1,1,73,3000
0.249872300416608,0.339823232131765,1,1,0.0332241502507048,0.249906771710341,0.248688247622007,0.574537597373633,0.185860378002528,0.341858251558667,1,1,74,3000
0.302235085072997,0.225934510915192,1,1,0.032454200676582,0.249906771710341,0.248688247622007,0.503558664595266,0.426365750362621,-0.957061703679068,1,1,75,3000
