iter,name,estimate,CI_left,CI_right,CI_df_left,CI_df_right,CI_boot_left,CI_boot_right,estimate_relaxed,CI_left_relaxed,CI_right_relaxed,CI_df_left_relaxed,CI_df_right_relaxed,CI_boot_left_relaxed,CI_boot_right_relaxed,estimate_tmle,CI_left_tmle,CI_right_tmle,estimate_aipw,CI_left_aipw,CI_right_aipw,estimate_lm,CI_left_lm,CI_right_lm,const,n
1,ATE_intercept,1.13150048900877,0.917752879027468,1.34524809899007,0.903644771172204,1.35935620684533,-1958.83248405104,1961.09548502906,1.13150048900877,0.917752879027468,1.34524809899007,0.903644771172204,1.35935620684533,-1958.83248405104,1961.09548502906,1.09738098466902,0.92010721714984,1.2746547521882,1.11333773182461,0.936063964305425,1.29061149934379,0.935948639451437,0.499596221526422,1.37230105737645,7,50
2,ATE_intercept,1.22014768298592,0.9727666296261,1.46752873634574,0.953389832768148,1.48690553320369,-1958.74383685707,1961.18413222304,1.45741223960687,1.25087211572587,1.66395236348788,1.23969983304777,1.67512464616598,-1958.50657230045,1961.42139677966,1.36682160599486,1.18324836300471,1.55039484898501,1.4056226524308,1.22204940944065,1.58919589542095,1.16461628228163,0.789539784784681,1.53969277977858,7,50
3,ATE_intercept,0.71547566123354,0.356767514220864,1.07418380824622,0.319348780332637,1.11160254213444,-1959.24850887882,1960.67946020129,0.859888979977023,0.432152149867789,1.28762581008626,0.393189836763683,1.32658812319036,-1959.10409556008,1960.82387352003,0.763368608403945,0.584168341528389,0.9425688752795,0.801842729719752,0.622642462844196,0.981042996595307,0.645523520425206,0.204682105740473,1.08636493510994,7,50
4,ATE_intercept,0.907107108784822,0.695934602098103,1.11827961547154,0.676699014359713,1.13751520320993,-1959.05687743127,1960.87109164884,1.24588991781389,1.04146231481624,1.45031752081153,1.03040430378681,1.46137553184096,-1958.71809462224,1961.20987445787,1.11081491565276,0.935284361384587,1.28634546992092,1.16301531178584,0.987484757517668,1.33854586605401,0.753636701500133,0.442652701714653,1.06462070128561,7,50
5,ATE_intercept,0.86928774305003,0.514928421914694,1.22364706418536,0.48717225996492,1.25140322613514,-1959.094696797,1960.8332722831,1.12742744617953,0.843524308837648,1.41133058352141,0.824785684895058,1.430069207464,-1958.83655709387,1961.09141198623,1.07267660802351,0.864999543788213,1.2803536722588,1.09979157282845,0.892114508593155,1.30746863706375,0.726992305397038,0.273753589926912,1.18023102086716,7,50
6,ATE_intercept,1.27848054903091,1.00728202678098,1.54967907128084,0.986039661602066,1.57092143645975,-1958.68550399102,1961.24246508908,1.42800766807867,1.18718502662296,1.66883030953438,1.17128986971363,1.68472546644371,-1958.53597687197,1961.39199220813,1.35880574409277,1.16373676896065,1.55387471922488,1.39335567505633,1.19828669992421,1.58842465018844,1.13909425054014,0.757884804827052,1.52030369625322,7,50
7,ATE_intercept,0.880729552080219,0.537795774903476,1.22366332925696,0.502022548517828,1.25943655564261,-1959.08325498797,1960.84471409213,1.17663826453663,0.909547153050474,1.44372937602279,0.891918183031306,1.46135834604196,-1958.78734627552,1961.14062280459,0.984693009882617,0.742577196262813,1.22680882350242,1.04443614005714,0.802320326437332,1.28655195367694,0.710238562063653,0.272117740984265,1.14835938314304,7,50
8,ATE_intercept,1.52336471537527,1.29215599450586,1.75457343624469,1.27689539079016,1.76983403996039,-1958.44061982468,1961.48734925543,1.52336471537527,1.29215599450586,1.75457343624469,1.27689539079016,1.76983403996039,-1958.44061982468,1961.48734925543,1.48955910314207,1.2698946544488,1.70922355183533,1.50235180387301,1.28268735517974,1.72201625256627,1.41472664168032,0.977410481393572,1.85204280196707,7,50
9,ATE_intercept,0.867094290805916,0.553136997597008,1.18105158401483,0.524538800064662,1.20964978154717,-1959.09689024925,1960.83107883086,1.22365754753626,0.933888863291505,1.51342623178101,0.914763092244238,1.53255200282828,-1958.74032699252,1961.18764208759,1.0782594617816,0.863928162940543,1.29259076062265,1.1309916286972,0.916660329856144,1.34532292753825,0.845727457473299,0.476278391303973,1.21517652364262,7,50
10,ATE_intercept,1.12321598997578,0.922355503657185,1.32407647629438,0.904059232194684,1.34237274775688,-1958.84076855008,1961.08720053003,1.19022303434839,0.952794083458845,1.42765198523794,0.934196812216363,1.44624925648042,-1958.7737615057,1961.1542075744,1.1269270282762,0.964705085737346,1.28914897081505,1.14714325106974,0.984921308530892,1.3093651936086,1.1379204935597,0.912375266474787,1.36346572064461,7,50
11,ATE_intercept,1.00438357697086,0.695442458845373,1.31332469509635,0.667301181948399,1.34146597199332,-1958.95960096308,1960.96836811702,1.18490014936776,0.926847182315333,1.44295311642018,0.906634478661373,1.46316582007414,-1958.77908439069,1961.14888468942,1.10419845799807,0.910061148424508,1.29833576757163,1.13883147488595,0.944694165312391,1.33296878445951,0.952948637845075,0.538075220998086,1.36782205469206,7,50
12,ATE_intercept,0.752747072442745,0.388459311178642,1.11703483370685,0.350458538374902,1.15503560651059,-1959.21123746761,1960.7167316125,1.06848387273973,0.821121722869448,1.31584602261002,0.807741272571058,1.32922647290841,-1958.89550066731,1961.03246841279,0.883318964889633,0.665417873158832,1.10122005662044,0.952894330171201,0.734993238440399,1.170795421902,0.835934389769525,0.392431227247776,1.27943755229127,7,50
13,ATE_intercept,1.09714027032195,0.830966641096642,1.36331389954725,0.810117864392063,1.38416267625183,-1958.86684426973,1961.06112481038,1.36882306468229,1.17285037030182,1.56479575906276,1.16224970686816,1.57539642249642,-1958.59516147537,1961.33280760474,1.25084732900902,1.06491049805181,1.43678415996622,1.29546507787565,1.10952824691845,1.48140190883286,0.964390233946381,0.564790161492396,1.36399030640037,7,50
14,ATE_intercept,1.09864738873904,0.871975622571248,1.32531915490683,0.857014474116217,1.34028030336186,-1958.86533715131,1961.06263192879,1.2064266212925,0.990024901535001,1.42282834105001,0.978319179955447,1.43453406262956,-1958.75755791876,1961.17041116135,1.09481270453142,0.906005095007049,1.28362031405578,1.13599607336495,0.947188463840582,1.32480368288931,1.10247895870749,0.670768060344962,1.53418985707003,7,50
15,ATE_intercept,1.15667872111854,0.818763544478935,1.49459389775814,0.787983036493454,1.52537440574362,-1958.80730581893,1961.12066326117,1.43645883349283,1.13915880014858,1.73375886683709,1.12307708222221,1.74984058476346,-1958.52752570656,1961.40044337355,1.33749585031966,1.09802458620014,1.57696711443919,1.37541783269743,1.1359465685779,1.61488909681695,1.05424970725987,0.622899469977515,1.48559994454222,7,50
